pi0,68.9476
Fz0,675
R0,0.2032
LCC,1
LCX,1
LCY,1
LEC,1
LEX,1
LEY,1
LHX,1
LHY,1
LKC,1
LKX,1
LKY,1
LKYC,1
LKZC,1
LMUX,1
LMUY,0.8
LMX,1
LRES,1
LS,1
LTR,1
LVMX,1
LVX,1
LVY,1
LVYKA,1
LXAL,1
LYKA,1
PCX1,1.111
PCY1,1.30529426550345
PDX1,2.36871037079157
PDX2,0
PDX3,-0.396
PDY1,2.5898794821274
PDY2,-0.124475956921243
PDY3,9.27547808061803
PEX1,0.865309599787744
PEX2,-0.37285916609916
PEX3,-0.135557746501673
PEX4,-0.0424076898464831
PEY1,-0.165150472326716
PEY2,-0.40574839089568
PEY3,0.0136910864882172
PEY4,30
PEY5,-31.2501532804067
PHX1,0.00152221973415914
PHX2,0.01
PHY1,-7.86692405087485e-05
PHY2,-0.0010540186545701
PKX1,99
PKX2,-15
PKX3,-0.5
PKY1,-46.8565808582524
PKY2,0.801277062302
PKY3,-1.19666871218338
PKY4,1.12621683009247
PKY5,49.8797845374693
PKY6,-3.64865064200266
PKY7,-1.52102019634518
PPMX1,0.155569872536998
PPX1,0.40855973058667
PPX2,-2.12782727333383
PPX3,-0.225864715481235
PPX4,-0.243024843191396
PPY1,0.675282196209239
PPY2,1.52698252134425
PPY3,-0.154148248798858
PPY4,-0.0755228496540387
PPY5,-0.632094221198086
PPZ1,0.840255397152595
PPZ2,0
PVX1,-0.01
PVX2,-0.00932594262902037
PVY1,0.00859780725464225
PVY2,-0.01
PVY3,-0.99559148384583
PVY4,0.0866903307621251
QBZ1,28.3627760975103
QBZ10,0.04774565104572
QBZ2,-1.68113011239469
QBZ3,-15
QBZ4,-5.14267798500642
QBZ5,1.62760963591458
QBZ9,1
QCZ1,1.15839748903463
QDZ1,0.25
QDZ10,-9.39457313451951
QDZ11,30.3905525377185
QDZ2,-0.0389270817764983
QDZ3,-3
QDZ4,9.39854390693026
QDZ6,0.0149680146711359
QDZ7,-0.0347641027470288
QDZ8,-4.63090220308742
QDZ9,0.6
QEZ1,0.729434176765837
QEZ2,0.0974747302108315
QEZ3,-0.223768922482895
QEZ4,-0.0494945634079192
QEZ5,2.9444081139523
QHZ1,0.00430723594082133
QHZ2,-0.00592287236585452
QHZ3,-0.0351996593627482
QHZ4,0.00584013091552005
QSX1,-0.0295184527228779
QSX10,-3.33008799744505
QSX11,0.878113978297887
QSX2,-4.28768276538682
QSX3,-0.0853916779687711
QSX4,3.36553552362683
QSX5,0.986702833632103
QSX6,24.4541864521821
QSX7,4.97085864980633
QSX8,4.95
QSX9,0.105469899820391
RBX1,5.404
RBX2,5.2291
RBX3,304.7969
RBY1,15.6076150198366
RBY2,14.4515382523686
RBY3,-0.0124472399186361
RBY4,-90
RCX1,1.1106
RCY1,0.961328403436297
REX1,-2.1658
REX2,5
REY1,-0.2
REY2,0.8243494519887
RHX1,0.1
RHY1,0.00471050126397501
RHY2,0.0162699622939507
RVY1,0.00674127101818376
RVY2,-0.0295683025699341
RVY3,-0.232488834649422
RVY4,0.048181858023552
RVY5,2.2
RVY6,9.30525712288558
SSZ1,0.0787668635911381
SSZ2,-0.0292587917634005
SSZ3,1.91474984429459
SSZ4,-1.59316255736243
